vendor_name,bitcoin_amt,USD,date,product_description,Count,can_be_vaped,is_edible,THC purity (%),Quantity/mass,Unit,Unit mass in grams,Total mass in grams
690d42d41fe6cc88aa06fad2f842e205,-1,-1,2018-12-04 22:08:35,Top shelf\'s Grade AAA++ Durban Poison,,,,,,,,
690d42d41fe6cc88aa06fad2f842e205,-1,-1,2018-11-13 16:03:40,GIRLSCOUT COOKIES / SOUR DIESEL,,,,,,,,
b8c5ccdead28fcd54739526dddaac721,-1,-1,2018-12-20 18:34:05,Exotic Cartridges 1 Gram Distillate Oil THC 80-85% $15/G,,,,80,,,1,
70c0918350524305fb64231384a59242,-1,-1,2018-08-24 19:28:55,5g of Black Domina Cream AAA+++,,,,,,,5,
bc0b5cbb30b50c8e3130d0185689cb97,-1,-1,2018-02-07 10:37:18,20g Super Silver Haze A++++ (Medical Grade),,,,,,,20,
bc0b5cbb30b50c8e3130d0185689cb97,-1,-1,2018-02-07 10:38:25,28g / 1oz Sour Diesel Bio A+++ (Medical Grade),,,,,,,28,
38dc93689571ec05e6ff72b9d50ebeb2,-1,-1,2018-03-21 12:41:57,10g VANILLA KUSH // *HQ* Dutch Weed,,,,,,,10,
7814fa31a6868edda571b79eb21bf3ea,-1,-1,2017-11-30 1:44:16,(1gWEEDSampLe)***Girl Scout-cookies/OR/Black-kush,,,,,,,1,
030b4205f1fe6bfe406d88be04ae862c,-1,-1,2018-01-12 16:48:04,5gr Skunk #1 A++ (Greenhouse & Organic),,,,,,,5,
030b4205f1fe6bfe406d88be04ae862c,-1,-1,2018-03-20 19:18:30,10gr Skunk #1 A++ (Greenhouse & Organic),,,,,,,10,
202f94bb10cf9552beb47c24c077def9,-1,-1,2017-11-28 21:25:15,3.5g Purple Kush AAA **Indoor Topshelf**,,,,,,,3.5,
4400dab34cb332347afbc786d47f60b1,-1,-1,2018-02-05 0:55:24,5gram Skunk XL,,,,,,,5,
bec9ed0c9e77e55b3e52026c795569ac,-1,-1,2018-07-16 18:34:16,White Russia 2g/Outdoor/AAA/Free Shipping,,,,,,,2,
690d42d41fe6cc88aa06fad2f842e205,-1,-1,2018-12-08 7:55:33,Top shelf\'s Grade AAA++Girl Scout Cookies,,,,,,,,
bec9ed0c9e77e55b3e52026c795569ac,-1,-1,2018-07-10 19:39:19,Critical Mass 2g/Outdoor/AAA/Free Shipping,,,,,,,2,
e97bca41deabda13900d398890e8e31c,-1,-1,2019-01-09 13:12:27,5gr. Amnesia Haze Premium Bud,,,,,,,5,
9f6a5994e64c157eb20d8046f5bea132,-1,-1,2017-11-21 8:54:20,2Gr Mexican Michoacan Creamy Premium (THC 20%),,,,20,,,2,
53c01b34173e788ff92ddad58916ca6f,-1,-1,2018-08-09 17:03:55,10 g. Chocolope x Canalope indoor weed - BIOLOGIC CULTIVATION -,,,,,,,10,
53c01b34173e788ff92ddad58916ca6f,-1,-1,2018-06-22 8:33:38,2 g. Chocolope x Canalope indoor weed - BIOLOGIC CULTIVATION -,,,,,,,2,
53c01b34173e788ff92ddad58916ca6f,-1,-1,2018-06-25 20:39:59,5 g. Chocolope x Canalope indoor weed - BIOLOGIC CULTIVATION -,,,,,,,5,
728e8a427d2fdf1794441d8adb57eedb,-1,-1,2018-07-02 9:31:15,Black Dog Artisan Bud (7g),,,,,,,7,
874e9e1f715debb5844051dc1ae58979,-1,-1,2017-12-11 19:04:56,5g Moby Dick Indoor,,,,,,,5,
fac981868431c672f678e369bc178d70,-1,-1,2019-01-10 16:20:40,10 G Amnesia haze rest weed AAA+ HIGH QUALITY,,,,,,,10,
df652a9e29ec849c39f04f1997df9d81,-1,-1,2018-10-26 18:37:39,New THC distilled full ceramic cartridges 1ml.(85% THC),,1,,85,1,ml,,
bc0b5cbb30b50c8e3130d0185689cb97,-1,-1,2018-02-18 17:14:14,5g Sour Diesel Bio A+++ (Medical Grade),,,,,,,5,
550d05ab240ec337038af814ff0de287,-1,-1,2018-09-26 8:44:22,The Flying Dutchman 25ML,,,,,25,ml,,
5261f30a90a8f832f616ee61224ee40f,-1,-1,2017-11-30 22:18:44,1 GRAM - HYDRO BUDS,,,,,,,1,
d94f400758ae3183b71ce76e6d51b3e9,-1,-1,2017-11-10 13:16:03,WEED - 5g Afghane - FRENCH INDOOR,,,,,,,5,
bc0b5cbb30b50c8e3130d0185689cb97,-1,-1,2018-03-06 21:40:21,5g Super Silver Haze A++++ (Medical Grade),,,,,,,5,
9f6a5994e64c157eb20d8046f5bea132,-1,-1,2018-06-01 13:43:21,"2Gr Gold Colombian Creamy Premium (THC +18%) (Import Coffee, Great, Very Rare)",,,,18,,,2,
5e489ab618aa2c60f94a0f50087d97c8,-1,-1,2017-10-20 17:42:17,28g Outdoor Flower Promotion,,,,,,,28,
6161c6da49be6e9ce21c736fc6f72246,-1,-1,2018-10-24 13:52:29,CRITICAL+ 2.0 - Indoor NEW PRICE,,,,,,,,
6161c6da49be6e9ce21c736fc6f72246,-1,-1,2018-07-04 0:36:10,10G of CRITICAL+ 2.0 - Indoor - TOP QUALITY - NEW PRICE,,,,,,,10,
6161c6da49be6e9ce21c736fc6f72246,-1,-1,2018-10-17 18:20:26,20G of CRITICAL+ 2.0 - Indoor - TOP QUALITY - NEW PRICE,,,,,,,20,
9f6a5994e64c157eb20d8046f5bea132,-1,-1,2017-12-15 20:14:54,2Gr Bekaa Premium Hash (Hybride Lebanon THC +18% Import Coffee/Very Rare/Great),,,,18,,,2,
eee099338c88f65006f24063ff3aca46,-1,-1,2018-02-02 16:28:43,(SALE!!) 1x MANGO KUSH Pen!! 500mg FFT,,,,,500,mg,,
758e0df4c5210cfefc3271e6623a3d72,-1,-1,2018-12-08 10:57:56,Super Lemon Haze 1Gram,,,,,,,1,
bc0b5cbb30b50c8e3130d0185689cb97,-1,-1,2017-11-26 1:42:03,2g Super Silver Haze A++++ (Medical Grade),,,,,,,2,
690d42d41fe6cc88aa06fad2f842e205,-1,-1,2018-12-07 8:30:17,Gorilla glue #4 Grade AAA+,,,,,,,,
bc0b5cbb30b50c8e3130d0185689cb97,-1,-1,2018-01-17 0:05:40,10g Sour Diesel Bio A+++ (Medical Grade),,,,,,,10,
0040aa07d55805cb3c36b61717c4329b,-1,-1,2018-09-04 10:11:01,TOP QUALITY GRADE AA++ AVAILABLE,,,,,,,,
5261f30a90a8f832f616ee61224ee40f,-1,-1,2017-10-18 13:27:43,2 GRAMS - HYDRO BUDS,,,,,,,2,
e4538ff2df3ee40d7f326dd6f1fa839e,-1,-1,2018-02-02 13:16:58,10g Weed pack,,,,,,,10,
70c0918350524305fb64231384a59242,-1,-1,2019-01-13 19:01:21,5g of Cheese Lemon Cream AAA+++,,,,,,,5,
228368bdbbbbb45d578e0382cacc9b0f,-1,-1,2018-02-26 19:46:45,7 Grams Wedding Cake,,,,,,,7,
68e32bada938103997a94fa9738ba92b,-1,-1,2017-11-18 16:20:23,19 capsules filled with Cannabis and Coconut Oil - Ship to USA,19,,,,,capsule,,
5261f30a90a8f832f616ee61224ee40f,-1,-1,2017-11-06 10:14:31,3.5 GRAMS - HYDRO BUDS,,,,,,,3.5,
fac981868431c672f678e369bc178d70,-1,-1,2018-12-09 15:02:18,10 G AMNESIA HAZE CANNABIS WEED AAA+ HIGH QUALITY FRANCE SHIPPING,,,,,,,10,
fac981868431c672f678e369bc178d70,-1,-1,2018-08-03 13:18:27,25 G AMNESIA HAZE CANNABIS WEED AAA+ HIGH QUALITY,,,,,,,25,
fac981868431c672f678e369bc178d70,-1,-1,2018-01-23 10:16:33,50 G AMNESIA HAZE CANNABIS WEED AAA+ HIGH QUALITY,,,,,,,50,
fac981868431c672f678e369bc178d70,-1,-1,2018-10-30 18:17:53,100 G AMNESIA HAZE CANNABIS WEED AAA+ HIGH QUALITY,,,,,,,100,
550d05ab240ec337038af814ff0de287,-1,-1,2018-11-20 20:09:56,5 gr. OG Kush weed,,,,,,,5,
550d05ab240ec337038af814ff0de287,-1,-1,2018-11-11 19:13:09,10 gr. OG Kush weed,,,,,,,10,
72980d2e657ccbc89a6ca406dd97e205,-1,-1,2018-10-22 19:19:43,100 % Lemon Kush 10 OZ available 1500,,,,,10,oz,,
2fd5d8bb03a339a2ef44aeddf0213d40,-1,-1,2018-07-10 18:24:38,10g A-Grade Weed,,,,,,,10,
bc0b5cbb30b50c8e3130d0185689cb97,-1,-1,2018-01-27 7:23:24,5g Buds Northern Lights **Value Weed**,,,,,,,5,
fdcd84d1febafb68eb9d8a42db51e990,-1,-1,2018-05-22 18:15:18,7g Cheese Bud Very Strong,,,,,,,7,
72980d2e657ccbc89a6ca406dd97e205,-1,-1,2018-10-21 11:19:10,INDOORS TOP STRAINS IS AVAILABLE,,,,,,,,
758e0df4c5210cfefc3271e6623a3d72,-1,-1,2018-12-13 11:51:30,1G Amnesia Haze,,,,,,,1,
690d42d41fe6cc88aa06fad2f842e205,-1,-1,2018-12-04 22:04:18,MEDICAL MARIJUANA?AVAILABLE 24/7!,,,,,,,,
70c0918350524305fb64231384a59242,-1,-1,2018-12-26 19:37:50,SPECIAL OFFER!!! 10g of Tutti Frutti Pollen AAA+++,,,,,,,10,
JACKJACK1,-1,1,2019-01-03 0:00:00,?California State Random Fullz  (Auto-Dispatch only)1950-1990?,,,,,,,,
JACKJACK1,-1,1,2018-12-05 0:00:00,?California State Random Fullz $0.75 (Auto-Dispatch only)1950-1990?,,,,,,,,
Skinny,-1,2,2018-12-21 0:00:00,California Fullz,,,,,,,,
SweShrooms,-1,16.0657,2018-12-20 6:43:16,SweShrooms - Cubensis Mycelium (4 Strains) 1 st,4,,,,,,,
aussiebud,-1,224.094,2018-08-08 6:43:50,?28G?  AUSSIE BUD (HYDRO),,,,,,,28,
dank_green3,-1,260,2018-08-15 6:44:37,10x HONEYCLEAR (1.0g) thc carts,10,,,,,,1,
Calfresh,-1,102.96,2018-12-01 6:44:52,1 oz 28 grams Isaac\'s Haze fresh quality,,,,,,,28,
Gen_Z,-1,51.3128,2018-12-27 6:48:40,3.5G STARDAWG - AAAA - CALI IMPORT - UK - NDD,,,,,,,3.5,
PostMan,-1,2080,2018-04-24 6:50:09,,,,,,,,,
brightstar,-1,166.4,2018-10-30 6:50:14,50 pc. 120mg gelato Sugar gem 2:1 hash edibles,,,1,,120,mg,,
dutchrockz,-1,260.13,2018-12-18 6:50:23,Original Top Quality Dutch Amnesia Moonrocks 10Gr,,,,,,,10,
HighTimez,-1,109.2,2018-12-23 6:50:33,1 OZ  BUBBA KUSH (free shipping),,,,,1,oz,,
farmafresh,-1,111.269,2018-08-14 6:51:32,1/2 Ounce of Ghost Train Haze Topshlef flower!!!,,,,,0.5,oz,,
drhappyface,-1,414.96,2018-10-16 6:51:41,QP/112 Grams/GD(Grand Daddy Kush)/INDOOR/$399,,,,,,,112,
WhiteCastle,-1,12.48,2018-12-22 6:52:03,1 Gram of Medical Marijuana - $12 - A+ Grade,,,,,,,1,
ListNotLost,-1,187.2,2018-12-22 6:52:34,RedCross 120mg x 24,24,,,,120,mg,,
jungleloveoweohweo,-1,390.38,2018-12-25 6:53:42,1/4 LB - GH / LD - 113 GRAMS - WEED -FRESH!!!!!,,,,,,,113,
wedding_cake,-1,1248,2018-11-18 19:10:09,1 pound greenhouse WEDDING CAKE,,,,,1,lb,,
joeylunchboxes,-1,3640,2018-12-19 19:10:13,White Widow 8 oz TOP SHELF,,,,,8,oz,,
HappyChef123,-1,114.4,2018-12-18 19:10:43,1oZ cookie\'s-kush   28g,,,,,,,28,
GreenConnection,-1,41.534,2018-12-26 19:10:58,0.5g Rosin x 5ml Vape  --  WHITE RUSSIAN Eliquid,,1,,,,,0.5,
cornerbakery,-1,31.2,2018-10-24 19:12:27,1x Next Level Pre-Roll // Rosin & Kief // 1.5 Gram,,,,,,,1.5,
horizonlewis,-1,67.6,2018-12-26 19:12:37,GIRL SCOUT COOKIES FIRE!! $65 7 GRAMS,,,,,,,7,
under1roof,-1,172.55,1969-12-31 19:00:00,White Widow X Jack Herer- 14 Grams,,,,,,,14,
GandolfsGarden,-1,143,2018-12-20 19:14:17,1oz San Fernando Valley OG Sativa Dom Hybrid,,,,,1,oz,,
wp555,-1,330.593,2018-11-17 19:14:44,50G - Critical + Hash /18% THC /High Quality,,,,18,,,50,
somethingTERPS,-1,676,2018-12-20 19:15:09,25x 1g THC Distillate Vape Cartridge,25,1,,,,,1,
AmsterdamCoffeeshop,-1,53.4065,2018-12-21 19:15:24,5g Girl Scout Cookie approx 25% THC (coffeeshop),,,,25,,,5,
greenman1804,-1,0.132008,2018-12-24 19:16:27,Free Sample - 0.5 Stardawg - Pay shipping,,,,,,,,
VapeVIP,-1,66.004,1969-12-31 19:00:00,5ml | PURE Euphoric OG Kush Vape Liquid,,1,,,5,ml,,
jungleloveoweohweo,-1,99.254,1969-12-31 19:00:00,1 OZ SOUR OG BUBBLE HASH 30 GRAMS!!!! AA+ CHEAP!!!,,,,,1,oz,,
maling47,-1,79.212,2018-12-24 19:17:35,(14g) Silver Haze Shake - UK,,,,,,,14,
Ndrangheta,-1,38.5565,2018-10-03 19:17:44,?5g Moroccan Amnesia Hash Banana?,,,,,,,5,
morrisons,-1,39.587,2018-12-21 19:17:48,3.5g Cheese Skunk No1 Hybrid UK ONLY,,,,,,,3.5,
budlighting,-1,31.2,1969-12-31 19:00:00,Strawberry Bananna Distillate 1G Pens ***FREE SHIP,,,,,,,1,
CityHigh,-1,32.983,2018-12-27 19:18:02,3.5 Gram Super Lemon Haze ? Grade A+++,,,,,,,3.5,
BudWorld,-1,57.2,2018-12-24 19:20:20,1/2 OZ of Trainwreck (greenhouse) [ORGANIC) SALE!!,,,,,0.5,oz,,
SleepyHolow,-1,605.07,2018-05-24 19:20:39,100g Extremly pure *GOLD LEMON HASH* blonde,,,,,,,100,
Natural_Meds,-1,21.32,2018-12-13 19:21:14,3-6-12 or 18 Infused Snickers Cheesecake Cookie,,,,,,,,
NoLimits187,-1,35.5789,2018-12-27 19:22:13,?2g? SUPER SILVER HAZE ??,,,,,,,2,
LegalCBD,-1,102.96,2018-10-19 20:20:17,"High CBD Tincture - Orange Vanilla - 1,000mg",,,,,1000,mg,,
BudKapital,-1,311.989,2018-12-01 20:20:52,1 POUND of Bubba Kush Shake $299.99,,,,,1,lb,,
WESTBAYTEAM,-1,754,2018-11-06 20:36:05,224g Big Bubba Diesel (greenhouse),,,,,,,224,
GreenConnection,-1,108.666,2018-12-21 20:36:27,14g ** CARAMEL ICE ** - AAA+++ HYDRO -,,,,,,,14,
iVendor,-1,39.401,2018-12-16 20:36:32,A-/B+ Graded Sour Diesel Skunk 7g,,,,,,,7,
OrangeInc,-1,1193.05,2018-10-22 20:36:44,? 224 g Hydro Bud ? Experienced Grower,,,,,,,224,
Mr-Nice,-1,25.9888,2018-12-18 20:37:45,2g BIO Big Bud,,,,,,,2,
Weed2u,-1,228.8,2018-10-15 20:38:01,|New Vendor Sale| Original Glue - 2oz,,,,,2,oz,,
Superfella,-1,32.828,2018-12-21 20:38:09,3.5G Dream Beaver AA Grade,,,,,,,2.5,
rapidresponsecrew,-1,153.5,2018-12-07 20:38:36,"10 gr RSO 130 euro, free shipping",,,,,,,10,
TheOrganicValley,-1,28.8764,2018-09-04 20:39:25,1x Magic Dark Chocolate Bar - 22 Pounds (Vegetaria,,,,,22,lb,,
snowcap,-1,78.84,2018-12-01 20:39:53,7G Cali Orange A+,,,,,,,7,
superdrug,-1,88.035,2018-12-22 20:40:28,7G 1/4 OZ A+++ Super Silver Haze,,,,,,,7,
consideredchert,-1,46.8,2018-12-20 20:40:47,1/4oz (7g) MEDICAL GRADE CANNABIS INDOOR,,,,,,,7,
robertmondale,-1,52,2018-11-08 20:40:52,20 Frosty Sour Kong Seeds,20,,,,,,,
Utopia420,-1,82.07,2018-12-18 20:43:04,TRIPLE CHOC CHIP COOKIES X16,16,,,,,,,
DoctorCannabis,-1,35.4497,2018-12-24 20:43:14,5g - Skunk,,,,,,,5,
drhappyface,-1,726.96,2018-08-04 20:43:23,HP/224 G & G-13 & INDOOR & ONLY 699,,,,,,,,
TREES,-1,26.2548,2018-12-16 20:43:28,2g Blue Dream (AAA Medical Grade),,,,,,,2,
superdrug,-1,140.582,2018-12-03 20:43:40,14G 1/2 OZ A+++ Super Silver Haze,,,,,,,14,
DispensaryDash,-1,62.4,1969-12-31 19:00:00,7g Medical Blue Dream,,,,,,,7,
SonnenscheinWeed,-1,5908.28,2018-08-26 20:44:03,1KG Amnesia Haze AA+ | 5.0€/G,,,,,1,kg,,
Wolf-Cola,-1,82.16,2018-12-21 20:44:10,Raspberry Kush ! Holiday Sale !  - 1 oz (28g),,,,,,,28,
THEPOSTMAN,-1,269.006,2018-12-17 22:06:05,G13 HAZE HASH 28G CRITICAL A GRADE**FREE U,,,,,,,28,
aussiebud,-1,89.516,2018-08-22 22:06:19,?7G? Pineapple Skunk [Indica],,,,,,,7,
Smokey1884,-1,104.931,2018-12-17 22:06:48,Amnesia Haze 10g (same day shipping),,,,,,,10,
DoctorCannabis,-1,70.819,2018-12-24 22:07:28,10g - Skunk,,,,,,,10,
DoktorGreen,-1,100.352,2018-12-19 22:07:49,20g Rest Weed Amnesia  Worldclass Medical Cannabis,,,,,,,20,
Buddyexpress,-1,56.8537,2018-12-16 22:08:15,CAPO THC OIL VAPE CARTRIDGE  - GELATO *2019 DEAL*,,,,,,,,
Skyisland3rdI,-1,21.84,1969-12-31 19:00:00,,,,,,,,15,
forzajuventus,-1,171.706,2018-12-19 22:09:37,Cannalope haze! 15g,,,,,,,,
Danish-Finest,-1,63.2259,2018-11-09 22:09:48,15MG THC Gummy Bears - 50 Bears (750MG),,,,,15,mg,,
SwedeWeed,-1,57.235,1969-12-31 19:00:00,"FAT BANANA 5g INTROPRIS,MARKNADSFÖRINGSYFTE.",,,,,,,5,
jungleloveoweohweo,-1,198.415,2018-12-21 22:11:26,10 - 1ml THC Distillate and Terpene Cartridges,10,1,,,1,ml,,
drhappyface,-1,1350.96,2018-04-16 22:11:30,1 LB/454 G & G-13 & INDOOR & ONLY 1299,,,,,,,454,
Rotterdamus,-1,324.333,2018-12-27 22:11:37,25Gr #Amnezia Haze #AAA+,,,,,,,25,
StonedSassy,-1,144.233,1969-12-31 19:00:00,Critical Kush - 14g,,,,,,,14,
SweetTreats,-1,130,2018-12-17 22:13:05,5x THC JUUL POD | 90% THC | Distillate,,,,,,,1,
ShatteredUK,-1,74.787,2018-12-20 22:13:10,1g Wedding Cake Shatter Cali Import,,,,,,,1,
420Dispensary,-1,13.1259,2018-10-22 22:13:44,Frosted Bubblegum 1Gram,,,,,,,1,
thehighestlife,-1,332.8,2018-11-08 22:14:08,2OZ CHERNOBYL - FREE SHIPPING,,,,,2,oz,,
whatyougonnado,-1,50.96,2018-12-18 22:15:22,4fadb 5fadb analog  3  grams USA ship 5fadb analog,,,,,,,3,
Aliens,-1,1156.15,2018-12-13 22:15:49,"140g Premium Kief (Grammpreis = 7,00€)",,,,,,,140,
Wookie15,-1,89.024,2018-12-27 22:17:01,14g GORILLA GLUE #4 indoor buds DISPENSARY,,,,,,,14,
gordonflour,-1,7.28,2018-12-20 22:17:15,4 25mg MAPLE SUGAR VEGAN HASH EDIBLES,4,,1,,25,mg,,
sakari,-1,100.352,2018-12-17 22:17:24,PurePowerPlant 5g. - Tupla Mylar + Ei FE,,,,,,,5,
0hp1,-1,135.2,2018-12-24 22:18:26,OG Kush Untrimmed - 2 oz,,,,,2,oz,,
onlyphyre,-1,36.4,2018-12-01 22:19:24,Juul THC pod GEMS x 1 $35,,,,,,,,
CannaCaviar,-1,81.274,2018-12-18 22:20:08,7 g GREEN KRACK [BESTSELLER],,,,,,,7,
DopeStore420,-1,173.995,2018-12-20 22:22:06,"25 Gram - O.G Kush  -5,90€/g",,,,,,,25,
goldweed,-1,76.695,2018-12-25 22:22:19,CONNOISSEUR EDITION 5GR**BANANA KUSH (HASH)**,,,,,,,,
supremeweed,-1,1398.8,2018-08-31 22:22:32,1LB/455g AAA+BLUE COOKIES INDOOR bud,,,,,,,445,
CannabisClub,-1,13.5762,2018-12-17 22:22:36,1g Nebula Haze,,,,,,,1,
dutchcoffeeshop,-1,10.6076,2018-12-17 22:28:53,1GR.AAA+++  WHITE WIDOW +2GR. RESTWEED FOR FREE,,,,,,,1,
DoktorHaj,-1,41.2857,2018-12-25 22:28:59,afghan x 5g Palenie duze topy weed,,,,,,,5,
terekgears,-1,21.84,2018-10-23 22:29:51,1g Popcorn Nug Run Wax (indica) intro offer,,,,,,,1,
Calibuds,-1,72.8,2018-12-10 22:30:06,Blue Dream 14 Grams *Top Shelf*,,,,,,,14,
ChongsChoiceStore,-1,59.677,2018-12-26 22:32:08,*PROMOTION* Chongs THC Vape juice 10Mls w/FREE VAP,,1,,,10,ml,,
StealthFarmer,-1,283.124,2018-07-05 22:32:36,ESCROW 40g Jack 47,,,,,,,,
RoyalDelights,-1,46.8,2018-12-15 22:33:05,BEST DEAL! Fresh kief! 5g Kief-UK CHEESE,,,,,,,5,
potmarket.eu,-1,287.32,2018-12-20 22:33:14,28 g Jack Herer A+ organic indoor grown,,,,,,,28,
SafeStash,-1,77.229,2018-12-27 22:33:18,white widow orange bud 7g | escrow,,,,,,,7,
MycoGrade,-1,26,2018-12-15 22:33:37,DJ SHORT\'S BLUEBERRY 1/8th $25 indoor,,,,,,,,
origano,-1,39.3779,1969-12-31 19:00:00,Weed-haze. 3.5 grams (1/8 oz). good grade stuff,,,,,,,3.5,
fly-high,-1,62.9588,2018-12-13 22:34:35,3ml RSO made by Fly-High Sativa/Indica BEST SALE!,,,,,3,ml,,
AlanCuring420_UK,-1,41.9725,2018-12-23 22:34:40,KIEF  (dry-sift trichomes) - 2g   (Skywalker OG),,,,,,,2,
joeylunchboxes,-1,1248,2018-07-31 22:35:09,4z B grade,,,,,,,,
KezzaKing,-1,111.418,2018-12-02 22:35:42,AMNESIA UK GROWN - AAA - 14 GRAMS,,,,,,,14,
ukonestop,-1,45.9409,2018-12-21 22:35:57,3.5 Durban Poison Spanish Import!,,,,,,,3.5,
JuryNullification,-1,1170,2018-11-07 22:36:38,112g OG Kush Organic Stable Shatter,,,,,,,112,
Weed2u,-1,135.2,2018-11-26 22:38:34,1oz - Chemdawg - A+,,,,,1,oz,,
marcoback123,-1,31.861,2018-08-29 22:38:38,Easy Sativa 5g Amazing QUALITY / PRICE !!!,,,,,,,5,
projeccao,-1,53.038,1969-12-31 19:00:00,"Weed Skunkmix, 5g",,,,,,,5,
darthvapour,-1,85.3569,2018-12-18 22:39:19,"amnesia haze 7g 65gbp,next day 6pm uk free delive",,,,,,,7,
darthvapour,-1,150.986,2018-11-25 22:39:23,"uk hybrid haze 14g 115 gbp,next day 6pm uk free de",,,,,,,14,
kimono,-1,59.0668,1969-12-31 19:00:00,1 x PRE-CHARGED THC oil vape  - UK CHEESE,,,,,,,,
TREES,-1,39.3779,2018-12-16 22:40:56,3g Blue Dream (AAA Medical Grade),,,,,,,3,
wp555,-1,66.698,2018-11-02 22:41:09,7G - Weed Red Dragon / Indoor hydro 22% THC,,,,,,,7,
cKush,-1,88.524,2018-10-05 22:42:40,COMMANDEZ SUR CKUSH2 SAME SHOP.SAME QUALITY,,,,,,,,
blam,-1,46.017,2018-12-07 22:42:44,"5g cannabis, outdoor",,,,,,,5,
FastWayhurriers,-1,69.369,1969-12-31 19:00:00,7g Cannabis hydro buds,,,,,,,7,
5StarHaze,-1,36.6687,2018-08-02 22:43:33,2g CANDY HAZE - IMPORT - UK2UK,,,,,,,2,
Weeds_420,-1,10.8747,2018-12-20 22:44:23,CriticalMass 0.5g,,,,,,,0.5,
CaliTerps,-1,728,2018-12-27 22:45:15,Top Shelf Indoor Flower 112g Mix n Match,,,,,,,112,
Grenouillebleu,-1,72.002,2018-12-17 22:46:02,5GR WHITE WIDOW - INDOOR - BIO,,,,,,,5,
ricksimpsonstyle,-1,46.017,2018-12-27 22:46:28,3G AMNESIA HAZE A+++ PREMIUM QUALI,,,,,,,3,
frenchTHC,-1,93.102,1969-12-31 19:00:00,"10g Weed Inté et BIO \""Blueberry Kush\""",,,,,,,10,
maling47,-1,150.986,2018-08-28 22:49:07,(14g) Silver Haze Top Quality AAAA - UK,,,,,,,14,
RechardSport,-1,54.08,2018-04-18 22:49:54,Adidas Iniki Boost Runner #36-#45 1:1 grade,,,,,,,,
WEEDPROSUK,-1,51.7025,2018-12-13 22:51:30,"-3.5g- {BERRY BOMB} \""AAA\""",,,,,,,3.5,
GreenConnection,-1,60.173,2018-12-19 22:51:58,7g  ** CRITICAL MASS **  Mr Nice -  AAA+++ HYDRO,,,,,,,7,
QueenOfCannabis,-1,885.24,2018-12-21 22:52:07,CUSTOM ORDER AMNESIA,,,,,,,,
CanaBULK,-1,149.193,2018-12-23 22:53:02,28g (1oz) Farm Hydro Weed - Wholesale,,,,,,,28,
thebuffalosolja4724,-1,186.205,2018-08-16 22:54:38,50 pk strong canna/coco caps,50,,,,,,,
Rotterdamus,-1,129.733,2018-12-21 22:55:07,10Gr #Honey Moroccan Blonde #AAA+,,,,,,,10,
The_Grass_Company,-1,47.2,2018-10-19 22:55:13,"? 10 SEEDS \""INTRO OFFER\"" for only 40 Euro.",10,,,,,,,
Budfather,-1,447.2,2018-12-18 22:55:37,100G - Budfather Caramel Weed (EU-EU +10% Extra),,,,,,,100,
KushDoctor,-1,14.1562,2018-11-30 22:56:14,1 gr. ORANGE HAZE  - BIO GROW AAAAA+++++,,,,,,,1,
MaryTane,-1,20.8,2018-10-22 22:57:00,"1g OG KUSH Full Spectrum Wax, Smooth Fire Dabs",,,,,,,1,
CannabisKingzAU,-1,1089.24,2018-11-27 23:48:37,112 Grams Pineapple Kush,,,,,,,112,
ShineyBudsUK,-1,47.25,2018-11-20 23:49:39,3.5g Gorilla Glue 4 AAA Grade Bud,,,,,,,3.5,
Grenouillebleu,-1,245.24,2018-12-03 23:50:07,20G MASTER KUSH - INDOOR - BIO,,,,,,,20,
VapeShopMan,-1,64.964,2018-11-13 23:50:47,Cookie Cream - (1ml) 85%THC-STARDOG,,,,85,1,ml,,
GreenSupreme,-1,117.838,2018-12-21 23:50:54,? Critical Supreme ? 10g Weed ?,,,,,,,10,
somethingTERPS,-1,67.6,2018-12-26 23:51:07,"1g A++ Grade \""Diamonds\"" FSE",,,,,,,1,
Coachella,-1,416,2018-12-25 23:51:59,*SALE* Blue Dream - 4oz A+,,,,,4,oz,,
THC_FARMS,-1,72.8,2018-12-26 23:52:33,1/2 OZ LIMMTED TOP SHELF Lemon Haze,,,,,0.5,oz,,
gordonflour,-1,5.2,2018-12-25 23:53:38,100 mg RSO HASH CARAMEL edible SLEEP REMEDY,,,1,,100,mg,,
DiscreetHigh,-1,65.6529,2018-12-22 23:54:08,"10ml THC Vape Juice, Nicotene Free, Cherry",,1,,,10,ml,,
CannaMeds,-1,45.5,2018-12-22 23:56:41,"4 pack Gorilla Glue #4, Feminized seeds",4,,,,,,,
French_camorra,-1,11.7838,1969-12-31 19:00:00,A+ [BIO] 1G QUALITY WEED  Original Master Kush,,,,,,,1,
BG-Farmer,-1,98.8,2018-09-05 1:52:11,"13 grams Northern Lights, indoor, EU vendor",,,,,,,13,
Aus2Ausconnection,-1,224.72,2018-09-14 1:52:57,duromine 30x30mg pharma grade,,,,,,,,
TheCaptainChronic,-1,26.3769,2018-11-11 1:53:37,1g Gorilla Glue,,,,,,,1,
mailordermary2,-1,74.996,2018-12-14 1:54:26,Cannabis oil - 100Ml,,1,,,100,ml,,
triceraterps,-1,4992,2018-08-08 1:54:44,"4 LB NYC Diesel A++ Bulk Sale \""Fast Shipping\""",,,,,4,lb,,
blam,-1,58.113,2018-12-19 1:55:25," 5g cannabis, Sweet tooth",,,,,,,5,
