,transaction_id,vendor_id,vendor_name,product_description,date,drug_prediction
83570,'84668,1900,dankcity,100mg Etizolam USA Domestic -,2018-08-19 20:29:29,benzodiazepines
83571,'84669,1900,dankcity,100mg Etizolam USA Domestic -,2018-10-30 20:29:29,benzodiazepines
83572,'84670,1900,dankcity,100mg Etizolam USA Domestic -,2018-09-10 20:29:29,benzodiazepines
83573,'84671,1900,dankcity,100mg Etizolam USA Domestic -,2018-09-10 20:29:29,benzodiazepines
83574,'84672,1900,dankcity,100mg Etizolam USA Domestic -,2018-10-11 20:29:29,benzodiazepines
83575,'84673,1900,dankcity,100mg Etizolam USA Domestic -,2018-10-12 20:29:29,benzodiazepines
83576,'84674,1900,dankcity,100mg Etizolam USA Domestic -,2018-09-08 20:29:29,benzodiazepines
83843,'84941,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2019-01-10 20:33:57,cocaine
83844,'84942,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2019-01-07 20:33:57,cocaine
83845,'84943,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-11-12 20:33:57,cocaine
83846,'84944,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-09-05 20:33:57,cocaine
83847,'84945,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-09-13 20:33:57,cocaine
83848,'84946,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-11-28 20:33:57,cocaine
83849,'84947,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-09-04 20:33:57,cocaine
83850,'84948,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-11-21 20:33:57,cocaine
83851,'84949,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-11-27 20:33:57,cocaine
83852,'84950,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-09-05 20:33:57,cocaine
83853,'84951,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-12-19 20:33:57,cocaine
83854,'84952,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-12-17 20:33:57,cocaine
83855,'84953,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-11-22 20:33:57,cocaine
83856,'84954,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-09-17 20:33:57,cocaine
83857,'84955,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-10-19 20:33:57,cocaine
83858,'84956,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-09-10 20:33:57,cocaine
83859,'84957,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-11-09 20:33:57,cocaine
83860,'84958,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-12-19 20:33:57,cocaine
83861,'84959,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-10-22 20:33:57,cocaine
83862,'84960,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-10-16 20:33:57,cocaine
83863,'84961,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-11-20 20:33:57,cocaine
83864,'84962,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-09-03 20:33:57,cocaine
83865,'84963,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-12-05 20:33:57,cocaine
83866,'84964,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-11-20 20:33:57,cocaine
83867,'84965,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-11-16 20:33:57,cocaine
83868,'84966,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-12-21 20:33:57,cocaine
83869,'84967,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-12-19 20:33:57,cocaine
83870,'84968,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-11-07 20:33:57,cocaine
83871,'84969,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-10-22 20:33:57,cocaine
83872,'84970,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-10-26 20:33:57,cocaine
83873,'84971,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-12-03 20:33:57,cocaine
83874,'84972,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-12-10 20:33:57,cocaine
83875,'84973,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-10-23 20:33:57,cocaine
83876,'84974,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-09-10 20:33:57,cocaine
83877,'84975,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-12-06 20:33:57,cocaine
83878,'84976,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-09-14 20:33:57,cocaine
83879,'84977,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-12-19 20:33:57,cocaine
83880,'84978,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-06-07 20:33:57,cocaine
83881,'84979,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-08-07 20:33:57,cocaine
83882,'84980,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-07-05 20:33:57,cocaine
83883,'84981,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-06-15 20:33:57,cocaine
83884,'84982,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-07-27 20:33:57,cocaine
83885,'84983,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-06-20 20:33:57,cocaine
83886,'84984,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-06-25 20:33:57,cocaine
83887,'84985,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-07-26 20:33:57,cocaine
83888,'84986,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-06-21 20:33:57,cocaine
83889,'84987,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-07-12 20:33:57,cocaine
83890,'84988,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-06-08 20:33:57,cocaine
83891,'84989,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-07-30 20:33:57,cocaine
83892,'84990,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-06-08 20:33:57,cocaine
83893,'84991,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-06-16 20:33:57,cocaine
83894,'84992,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-07-31 20:33:57,cocaine
83895,'84993,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-07-26 20:33:57,cocaine
83896,'84994,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-07-18 20:33:57,cocaine
83897,'84995,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-06-20 20:33:57,cocaine
83898,'84996,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-06-27 20:33:57,cocaine
83899,'84997,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-06-30 20:33:57,cocaine
83900,'84998,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-06-01 20:33:57,cocaine
83901,'84999,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-07-25 20:33:57,cocaine
83902,'85000,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-06-12 20:33:57,cocaine
83903,'85001,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-06-28 20:33:57,cocaine
83904,'85002,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-07-23 20:33:57,cocaine
83905,'85003,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-07-09 20:33:57,cocaine
83906,'85004,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-07-23 20:33:57,cocaine
83907,'85005,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-07-12 20:33:57,cocaine
83908,'85006,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-08-06 20:33:57,cocaine
83909,'85007,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-06-06 20:33:57,cocaine
83910,'85008,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-06-29 20:33:57,cocaine
83911,'85009,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-06-20 20:33:57,cocaine
83912,'85010,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-07-23 20:33:57,cocaine
83913,'85011,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-07-10 20:33:57,cocaine
83914,'85012,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-07-26 20:33:57,cocaine
83915,'85013,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-06-21 20:33:57,cocaine
83916,'85014,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-06-18 20:33:57,cocaine
83917,'85015,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-06-07 20:33:57,cocaine
83918,'85016,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-06-13 20:33:57,cocaine
83919,'85017,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-08-07 20:33:57,cocaine
83920,'85018,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-08-08 20:33:57,cocaine
83921,'85019,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-07-17 20:33:57,cocaine
83922,'85020,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-06-23 20:33:57,cocaine
83923,'85021,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-07-17 20:33:57,cocaine
83924,'85022,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-06-26 20:33:57,cocaine
83925,'85023,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-07-09 20:33:57,cocaine
83926,'85024,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-06-27 20:33:57,cocaine
83927,'85025,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-08-13 20:33:57,cocaine
83928,'85026,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-07-02 20:33:57,cocaine
83929,'85027,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-06-06 20:33:57,cocaine
83930,'85028,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-06-26 20:33:57,cocaine
83931,'85029,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-06-30 20:33:57,cocaine
83932,'85030,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-07-06 20:33:57,cocaine
83933,'85031,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-07-20 20:33:57,cocaine
83934,'85032,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-07-01 20:33:57,cocaine
83935,'85033,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-07-09 20:33:57,cocaine
83936,'85034,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-08-01 20:33:57,cocaine
83937,'85035,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-06-22 20:33:57,cocaine
83938,'85036,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-06-15 20:33:57,cocaine
83939,'85037,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-07-09 20:33:57,cocaine
83940,'85038,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-07-11 20:33:57,cocaine
83941,'85039,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-08-14 20:33:57,cocaine
83942,'85040,1445,Cocaineandbrandy,7 GRAMS ** !!! 2018 FISH SCALE COCAINE !!! ***SALE,2018-06-20 20:33:57,cocaine
84151,'85249,826,BudWorld,LB of Trainwreck (greenhouse) [ORGANIC) SALE!!!,2019-01-09 20:35:32,marijuana
84152,'85250,826,BudWorld,LB of Trainwreck (greenhouse) [ORGANIC) SALE!!!,2018-12-11 20:35:32,marijuana
84153,'85251,826,BudWorld,LB of Trainwreck (greenhouse) [ORGANIC) SALE!!!,2018-12-10 20:35:32,marijuana
84154,'85252,826,BudWorld,LB of Trainwreck (greenhouse) [ORGANIC) SALE!!!,2018-12-24 20:35:32,marijuana
84155,'85253,826,BudWorld,LB of Trainwreck (greenhouse) [ORGANIC) SALE!!!,2018-09-07 20:35:32,marijuana
84156,'85254,826,BudWorld,LB of Trainwreck (greenhouse) [ORGANIC) SALE!!!,2018-12-17 20:35:32,marijuana
84263,'85361,392,DMT-lovestore,3g CHANGA 55% Pure DMT<3 GOOD BUY!,2019-01-12 20:39:06,dmt
84264,'85362,392,DMT-lovestore,3g CHANGA 55% Pure DMT<3 GOOD BUY!,2019-01-11 20:39:06,dmt
84266,'85364,392,DMT-lovestore,3g CHANGA 55% Pure DMT<3 GOOD BUY!,2018-12-12 20:39:06,dmt
84267,'85365,392,DMT-lovestore,3g CHANGA 55% Pure DMT<3 GOOD BUY!,2018-10-04 20:39:06,dmt
84268,'85366,392,DMT-lovestore,3g CHANGA 55% Pure DMT<3 GOOD BUY!,2018-10-30 20:39:06,dmt
84269,'85367,392,DMT-lovestore,3g CHANGA 55% Pure DMT<3 GOOD BUY!,2018-11-22 20:39:06,dmt
84270,'85368,392,DMT-lovestore,3g CHANGA 55% Pure DMT<3 GOOD BUY!,2018-12-27 20:39:06,dmt
84271,'85369,392,DMT-lovestore,3g CHANGA 55% Pure DMT<3 GOOD BUY!,2018-11-25 20:39:06,dmt
84272,'85370,392,DMT-lovestore,3g CHANGA 55% Pure DMT<3 GOOD BUY!,2018-11-16 20:39:06,dmt
84273,'85371,392,DMT-lovestore,3g CHANGA 55% Pure DMT<3 GOOD BUY!,2018-12-02 20:39:06,dmt
84274,'85372,392,DMT-lovestore,3g CHANGA 55% Pure DMT<3 GOOD BUY!,2018-12-29 20:39:06,dmt
84275,'85373,392,DMT-lovestore,3g CHANGA 55% Pure DMT<3 GOOD BUY!,2018-11-16 20:39:06,dmt
84276,'85374,392,DMT-lovestore,3g CHANGA 55% Pure DMT<3 GOOD BUY!,2018-12-23 20:39:06,dmt
84277,'85375,392,DMT-lovestore,3g CHANGA 55% Pure DMT<3 GOOD BUY!,2018-10-06 20:39:06,dmt
84278,'85376,392,DMT-lovestore,3g CHANGA 55% Pure DMT<3 GOOD BUY!,2018-11-26 20:39:06,dmt
84279,'85377,392,DMT-lovestore,3g CHANGA 55% Pure DMT<3 GOOD BUY!,2018-10-06 20:39:06,dmt
84280,'85378,392,DMT-lovestore,3g CHANGA 55% Pure DMT<3 GOOD BUY!,2018-07-10 20:39:06,dmt
84281,'85379,392,DMT-lovestore,3g CHANGA 55% Pure DMT<3 GOOD BUY!,2018-05-21 20:39:06,dmt
84282,'85380,392,DMT-lovestore,3g CHANGA 55% Pure DMT<3 GOOD BUY!,2018-06-25 20:39:06,dmt
84283,'85381,392,DMT-lovestore,3g CHANGA 55% Pure DMT<3 GOOD BUY!,2018-05-14 20:39:06,dmt
84284,'85382,392,DMT-lovestore,3g CHANGA 55% Pure DMT<3 GOOD BUY!,2018-04-27 20:39:06,dmt
84285,'85383,392,DMT-lovestore,3g CHANGA 55% Pure DMT<3 GOOD BUY!,2018-07-16 20:39:06,dmt
84286,'85384,392,DMT-lovestore,3g CHANGA 55% Pure DMT<3 GOOD BUY!,2018-06-21 20:39:06,dmt
84287,'85385,392,DMT-lovestore,3g CHANGA 55% Pure DMT<3 GOOD BUY!,2018-07-07 20:39:06,dmt
84288,'85386,392,DMT-lovestore,3g CHANGA 55% Pure DMT<3 GOOD BUY!,2018-07-23 20:39:06,dmt
84289,'85387,392,DMT-lovestore,3g CHANGA 55% Pure DMT<3 GOOD BUY!,2018-07-13 20:39:06,dmt
84290,'85388,392,DMT-lovestore,3g CHANGA 55% Pure DMT<3 GOOD BUY!,2018-05-22 20:39:06,dmt
84291,'85389,392,DMT-lovestore,3g CHANGA 55% Pure DMT<3 GOOD BUY!,2018-06-19 20:39:06,dmt
84309,'85407,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2019-01-08 20:39:31,cocaine
84310,'85408,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2019-01-09 20:39:31,cocaine
84311,'85409,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2019-01-09 20:39:31,cocaine
84312,'85410,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2019-01-10 20:39:31,cocaine
84313,'85411,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2019-01-11 20:39:31,cocaine
84314,'85412,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2019-01-05 20:39:31,cocaine
84315,'85413,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2019-01-04 20:39:31,cocaine
84316,'85414,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2019-01-10 20:39:31,cocaine
84317,'85415,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2019-01-11 20:39:31,cocaine
84318,'85416,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2019-01-04 20:39:31,cocaine
84319,'85417,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-11-12 20:39:31,cocaine
84320,'85418,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-12-15 20:39:31,cocaine
84321,'85419,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-10-12 20:39:31,cocaine
84322,'85420,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-11-16 20:39:31,cocaine
84323,'85421,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-11-30 20:39:31,cocaine
84324,'85422,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-10-13 20:39:31,cocaine
84325,'85423,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-12-21 20:39:31,cocaine
84326,'85424,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-10-14 20:39:31,cocaine
84327,'85425,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-10-09 20:39:31,cocaine
84328,'85426,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-10-27 20:39:31,cocaine
84329,'85427,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-10-24 20:39:31,cocaine
84330,'85428,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-11-23 20:39:31,cocaine
84331,'85429,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-10-05 20:39:31,cocaine
84332,'85430,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-10-19 20:39:31,cocaine
84333,'85431,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-11-23 20:39:31,cocaine
84334,'85432,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-11-15 20:39:31,cocaine
84335,'85433,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-10-16 20:39:31,cocaine
84336,'85434,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-12-15 20:39:31,cocaine
84337,'85435,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-11-16 20:39:31,cocaine
84338,'85436,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-10-15 20:39:31,cocaine
84339,'85437,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-12-05 20:39:31,cocaine
84340,'85438,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-10-23 20:39:31,cocaine
84341,'85439,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-11-07 20:39:31,cocaine
84342,'85440,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-11-13 20:39:31,cocaine
84343,'85441,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-10-26 20:39:31,cocaine
84344,'85442,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-10-12 20:39:31,cocaine
84345,'85443,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-10-11 20:39:31,cocaine
84346,'85444,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-10-28 20:39:31,cocaine
84347,'85445,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-10-20 20:39:31,cocaine
84348,'85446,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-11-09 20:39:31,cocaine
84349,'85447,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-12-12 20:39:31,cocaine
84350,'85448,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-10-31 20:39:31,cocaine
84351,'85449,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-12-14 20:39:31,cocaine
84352,'85450,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-11-17 20:39:31,cocaine
84353,'85451,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-10-26 20:39:31,cocaine
84354,'85452,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-11-11 20:39:31,cocaine
84355,'85453,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-11-24 20:39:31,cocaine
84356,'85454,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-11-14 20:39:31,cocaine
84357,'85455,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-11-20 20:39:31,cocaine
84358,'85456,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-12-22 20:39:31,cocaine
84359,'85457,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-12-21 20:39:31,cocaine
84360,'85458,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-10-29 20:39:31,cocaine
84361,'85459,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-11-22 20:39:31,cocaine
84362,'85460,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-10-11 20:39:31,cocaine
84363,'85461,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-10-15 20:39:31,cocaine
84364,'85462,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-10-25 20:39:31,cocaine
84365,'85463,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-11-07 20:39:31,cocaine
84366,'85464,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-11-29 20:39:31,cocaine
84367,'85465,1585,Boliko,Escrow Uncut Peruvian Coke Cocaine Fishscale 0.5g,2018-10-24 20:39:31,cocaine
